run_id,phase,algorithm,display_algorithm,category,instance,seed,step,eval,operator,channel,best_cost,route_count,time_seconds
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,13,180,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,5149.924407325486,,13.08311108298949
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,14,181,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,5013.35034143086,,13.187165249997634
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,15,185,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4997.524069433561,,13.41015579199302
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,16,199,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4937.504860573086,,14.408206541993422
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,17,204,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4935.697838607033,,14.703952458003187
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,18,210,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4932.1241918553305,,15.211864875003812
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,19,212,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4928.453099291871,,15.41493395800353
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,20,216,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4926.772409492544,,15.713262999997823
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,21,221,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4921.86341823146,,16.0683869170025
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,22,223,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4917.980210243551,,16.270572583001922
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,23,224,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4812.903373969801,,16.369975291992887
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,24,230,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4812.273071279366,,16.890522542002145
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,25,238,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4812.138401011413,,17.478698499995517
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,26,264,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4808.723950109534,,19.34822233299201
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,27,267,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4808.295595733363,,19.625825957991765
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,28,326,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4806.4548444447255,,23.71433837499353
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,29,344,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4804.2445441300415,,24.786804957999266
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,30,379,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4757.554234354026,,27.028827832997194
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,31,422,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4756.716843697495,,30.31808979199559
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,32,423,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4753.128796635812,,30.433676250002463
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,33,425,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4541.312070957451,,30.63625774999673
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,34,426,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4539.267585127425,,30.73593041699496
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,35,443,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4538.582607674381,,31.69605162499647
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,36,517,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4521.971965474476,,36.471363082993776
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,37,518,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4521.756465929546,,36.49643466700218
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,38,530,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4521.724958371097,,37.224424624990206
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,39,693,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4515.579262174472,,45.54832308299956
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,40,704,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4513.327142451504,,46.17955170800269
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,41,767,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,4498.375779846002,,49.33121483300056
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,42,768,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,4482.415267461784,,49.447163749995525
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,43,769,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,4468.214337625724,,49.54426166698977
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,44,770,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,4453.634732373212,,49.648197000002256
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,45,834,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4435.6878472235885,,55.80919920800079
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,46,838,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4435.083829622897,,56.08524583299004
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,47,848,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4384.984625793412,,56.65918758299085
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,48,868,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4365.166945353368,,57.92767920799088
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,49,874,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4350.54226343508,,58.42097520799143
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,50,901,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4350.464210121269,,60.166786999994656
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,51,921,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4286.794018098604,,61.494760749992565
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,52,968,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4285.164839820701,,63.82618891699531
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,53,976,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4282.964672530386,,64.3875514579995
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,54,994,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4281.497118981882,,65.63765208299446
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,55,1139,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4280.570439253165,,72.56925666698953
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,56,1252,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4272.704836126287,,79.1507799999963
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,57,1319,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4272.446344216411,,82.44096795799851
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,58,1430,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4271.638593386851,,89.00021891698998
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,59,1472,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4271.141081297231,,91.70999312499771
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,60,1477,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4269.717346716983,,92.02300724999805
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,61,1491,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4268.3625765831075,,93.1186831669911
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,62,1497,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4266.671464657897,,93.42398312500154
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,63,1602,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4264.969087107411,,99.53207529199426
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,64,1606,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4264.200285992601,,99.76459987499402
A2_COMPONENT_ABLATION__formal_goeke80__threeshift__e2-threeshift-150c-01__alns_component_LOCAL_SEARCH__LOCAL_SEARCH__seed1,A2_COMPONENT_ABLATION,alns_component_LOCAL_SEARCH,alns_e2_throughput+LOCAL_SEARCH,threeshift,e2-threeshift-150c-01,1,65,1617,route_segment_removal+regret2_insert_repair,native_route_segment_removal+regret2_insert_repair,4262.152179528697,,100.42330374999437
