scenario,index,action_id,channel,status,declared_duty_ids,actual_duty_ids,scope_equal,error_type,error
actual_participation,37,relocate:CV_D_chengdu_1#T1:C014->CV_D_chongqing_4#T1@6,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,38,relocate:CV_D_chengdu_1#T1:C014->CV_D_chongqing_4#T1@7,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,39,relocate:CV_D_chengdu_1#T1:C014->EV_D_chengdu_1#T1@0,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,40,relocate:CV_D_chengdu_1#T1:C014->EV_D_chengdu_1#T1@1,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,41,relocate:CV_D_chengdu_1#T1:C014->EV_D_chengdu_1#T1@2,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,42,relocate:CV_D_chengdu_1#T1:C014->EV_D_chengdu_1#T1@3,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,43,relocate:CV_D_chengdu_1#T1:C014->EV_D_chengdu_1#T1@4,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,44,relocate:CV_D_chengdu_1#T1:C014->EV_D_chengdu_1#T1@5,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,45,relocate:CV_D_chengdu_1#T1:C014->EV_D_chengdu_1#T1@6,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,46,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@0,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,47,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@1,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,48,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@2,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,49,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@3,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,50,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@4,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,51,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@5,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,52,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@6,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,53,relocate:CV_D_chengdu_1#T1:C014->EV_D_chongqing_1#T1@7,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,54,open-trip:CV_D_chengdu_1#T1:C014@T1,multi_trip,APPLIED,CV_D_chengdu_1,CV_D_chengdu_1,True,,
actual_participation,55,open-trip:CV_D_chengdu_1#T1:C014@T2,multi_trip,APPLIED,CV_D_chengdu_1,CV_D_chengdu_1,True,,
actual_participation,56,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@0,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,57,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@1,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,58,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@2,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,59,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@3,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,60,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@4,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,61,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@5,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,62,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@6,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,63,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_2#T1@7,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,64,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_3#T1@0,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,65,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_3#T1@1,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,66,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_3#T1@2,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,67,relocate:CV_D_chengdu_1#T1:C016->CV_D_chengdu_3#T1@3,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,68,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@0,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,69,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@1,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,70,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@2,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,71,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@3,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,72,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@4,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,73,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@5,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,74,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@6,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,75,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_1#T1@7,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,76,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_2#T1@0,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_2,CV_D_chengdu_1|CV_D_chongqing_2,True,,
actual_participation,77,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_2#T1@1,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_2,CV_D_chengdu_1|CV_D_chongqing_2,True,,
actual_participation,78,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_2#T1@2,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_2,CV_D_chengdu_1|CV_D_chongqing_2,True,,
actual_participation,79,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_2#T1@3,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_2,CV_D_chengdu_1|CV_D_chongqing_2,True,,
actual_participation,80,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_3#T1@0,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_3,CV_D_chengdu_1|CV_D_chongqing_3,True,,
actual_participation,81,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_3#T1@1,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_3,CV_D_chengdu_1|CV_D_chongqing_3,True,,
actual_participation,82,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_3#T1@2,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_3,CV_D_chengdu_1|CV_D_chongqing_3,True,,
actual_participation,83,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_3#T1@3,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_3,CV_D_chengdu_1|CV_D_chongqing_3,True,,
actual_participation,84,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_3#T1@4,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_3,CV_D_chengdu_1|CV_D_chongqing_3,True,,
actual_participation,85,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_3#T1@5,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_3,CV_D_chengdu_1|CV_D_chongqing_3,True,,
actual_participation,86,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@0,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,87,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@1,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,88,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@2,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,89,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@3,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,90,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@4,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,91,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@5,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,92,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@6,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,93,relocate:CV_D_chengdu_1#T1:C016->CV_D_chongqing_4#T1@7,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_4,CV_D_chengdu_1|CV_D_chongqing_4,True,,
actual_participation,94,relocate:CV_D_chengdu_1#T1:C016->EV_D_chengdu_1#T1@0,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,95,relocate:CV_D_chengdu_1#T1:C016->EV_D_chengdu_1#T1@1,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,96,relocate:CV_D_chengdu_1#T1:C016->EV_D_chengdu_1#T1@2,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,97,relocate:CV_D_chengdu_1#T1:C016->EV_D_chengdu_1#T1@3,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,98,relocate:CV_D_chengdu_1#T1:C016->EV_D_chengdu_1#T1@4,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,99,relocate:CV_D_chengdu_1#T1:C016->EV_D_chengdu_1#T1@5,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,100,relocate:CV_D_chengdu_1#T1:C016->EV_D_chengdu_1#T1@6,mixed_fleet,APPLIED,CV_D_chengdu_1|EV_D_chengdu_1,CV_D_chengdu_1|EV_D_chengdu_1,True,,
actual_participation,101,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@0,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,102,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@1,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,103,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@2,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,104,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@3,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,105,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@4,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,106,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@5,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,107,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@6,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,108,relocate:CV_D_chengdu_1#T1:C016->EV_D_chongqing_1#T1@7,depot_collaboration,APPLIED,CV_D_chengdu_1|EV_D_chongqing_1,CV_D_chengdu_1|EV_D_chongqing_1,True,,
actual_participation,109,open-trip:CV_D_chengdu_1#T1:C016@T1,multi_trip,APPLIED,CV_D_chengdu_1,CV_D_chengdu_1,True,,
actual_participation,110,open-trip:CV_D_chengdu_1#T1:C016@T2,multi_trip,APPLIED,CV_D_chengdu_1,CV_D_chengdu_1,True,,
actual_participation,111,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@0,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,112,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@1,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,113,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@2,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,114,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@3,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,115,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@4,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,116,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@5,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,117,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@6,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,118,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_2#T1@7,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_2,CV_D_chengdu_1|CV_D_chengdu_2,True,,
actual_participation,119,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_3#T1@0,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,120,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_3#T1@1,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,121,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_3#T1@2,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,122,relocate:CV_D_chengdu_1#T1:C006->CV_D_chengdu_3#T1@3,relocate,APPLIED,CV_D_chengdu_1|CV_D_chengdu_3,CV_D_chengdu_1|CV_D_chengdu_3,True,,
actual_participation,123,relocate:CV_D_chengdu_1#T1:C006->CV_D_chongqing_1#T1@0,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,124,relocate:CV_D_chengdu_1#T1:C006->CV_D_chongqing_1#T1@1,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
actual_participation,125,relocate:CV_D_chengdu_1#T1:C006->CV_D_chongqing_1#T1@2,depot_collaboration,APPLIED,CV_D_chengdu_1|CV_D_chongqing_1,CV_D_chengdu_1|CV_D_chongqing_1,True,,
