label,run_id,seed,budget,evaluation_index,view,source,iteration,candidate_id,completion_succeeded,status,complete_objective,complete_objective_float_hex,exception_type,exception_message,failure_category
pre,seed1_budget100,1,100,17,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,18,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,19,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,20,naive_ev,terminal_population_archive,,,True,PASS,2260.2287830914274,0x1.1a875230eaf1ep+11,,,
pre,seed1_budget100,1,100,21,naive_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget100,1,100,22,naive_ev,proxy_best_solution,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,23,mechanism_ev,hgs_iteration_checkpoint,100,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget100,1,100,24,mechanism_ev,terminal_population_archive,,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget100,1,100,25,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,26,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,27,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,28,mechanism_ev,terminal_population_archive,,,True,PASS,2257.2084354892954,0x1.1a26ab80e73b3p+11,,,
pre,seed1_budget100,1,100,29,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,30,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,31,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget100,1,100,32,mechanism_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget100,1,100,33,mechanism_ev,proxy_best_solution,100,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget100,1,100,34,route_pool,route_pool_candidate_or_parent,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget100,1,100,35,route_pool,final_independent_certificate,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed2_budget100,2,100,1,cv_only,hgs_iteration_checkpoint,100,,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
pre,seed2_budget100,2,100,2,cv_only,terminal_population_archive,,,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
pre,seed2_budget100,2,100,3,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,4,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,5,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,6,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,7,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,8,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,9,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,10,cv_only,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed2_budget100,2,100,11,cv_only,proxy_best_solution,100,,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
pre,seed2_budget100,2,100,12,naive_ev,hgs_iteration_checkpoint,100,,True,PASS,2083.288441423674,0x1.04693ae9822fcp+11,,,
pre,seed2_budget100,2,100,13,naive_ev,terminal_population_archive,,,True,PASS,2083.288441423674,0x1.04693ae9822fcp+11,,,
pre,seed2_budget100,2,100,14,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,15,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,16,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,17,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,18,naive_ev,terminal_population_archive,,,True,PASS,2260.784240932749,0x1.1a99188070cafp+11,,,
pre,seed2_budget100,2,100,19,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,20,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,21,naive_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed2_budget100,2,100,22,naive_ev,proxy_best_solution,100,,True,PASS,2083.288441423674,0x1.04693ae9822fcp+11,,,
pre,seed2_budget100,2,100,23,mechanism_ev,hgs_iteration_checkpoint,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,24,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,25,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,26,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,27,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,28,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,29,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,30,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,31,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,32,mechanism_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed2_budget100,2,100,33,mechanism_ev,proxy_best_solution,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed2_budget100,2,100,34,route_pool,route_pool_candidate_or_parent,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed2_budget100,2,100,35,route_pool,final_independent_certificate,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed3_budget100,3,100,1,cv_only,hgs_iteration_checkpoint,100,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed3_budget100,3,100,2,cv_only,terminal_population_archive,,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed3_budget100,3,100,3,cv_only,terminal_population_archive,,,True,PASS,2256.314505519764,0x1.1a0a106de1399p+11,,,
pre,seed3_budget100,3,100,4,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,5,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,6,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,7,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,8,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,9,cv_only,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,10,cv_only,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed3_budget100,3,100,11,cv_only,proxy_best_solution,100,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed3_budget100,3,100,12,naive_ev,hgs_iteration_checkpoint,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,13,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,14,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,15,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,16,naive_ev,terminal_population_archive,,,True,PASS,2250.650628145109,0x1.1954d1f21da33p+11,,,
pre,seed3_budget100,3,100,17,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,18,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,19,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,20,naive_ev,terminal_population_archive,,,True,PASS,2253.7029090512847,0x1.19b67e3b1f6a9p+11,,,
pre,seed3_budget100,3,100,21,naive_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed3_budget100,3,100,22,naive_ev,proxy_best_solution,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,23,mechanism_ev,hgs_iteration_checkpoint,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,24,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,25,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,26,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,27,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,28,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,29,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,30,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,31,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,32,mechanism_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed3_budget100,3,100,33,mechanism_ev,proxy_best_solution,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed3_budget100,3,100,34,route_pool,route_pool_candidate_or_parent,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed3_budget100,3,100,35,route_pool,final_independent_certificate,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget1000,1,1000,1,cv_only,hgs_iteration_checkpoint,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,2,cv_only,hgs_iteration_checkpoint,200,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,3,cv_only,hgs_iteration_checkpoint,300,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,4,cv_only,hgs_iteration_checkpoint,400,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,5,cv_only,hgs_iteration_checkpoint,500,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,6,cv_only,hgs_iteration_checkpoint,600,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,7,cv_only,hgs_iteration_checkpoint,700,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,8,cv_only,hgs_iteration_checkpoint,800,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,9,cv_only,hgs_iteration_checkpoint,900,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,10,cv_only,hgs_iteration_checkpoint,1000,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,11,cv_only,terminal_population_archive,,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,12,cv_only,terminal_population_archive,,,True,PASS,2247.0647851906247,0x1.18e212b8645ffp+11,,,
pre,seed1_budget1000,1,1000,13,cv_only,terminal_population_archive,,,True,PASS,2248.847162812714,0x1.191b1bf52fdfdp+11,,,
pre,seed1_budget1000,1,1000,14,cv_only,terminal_population_archive,,,True,PASS,2247.583684121765,0x1.18f2ad8a52c5ap+11,,,
pre,seed1_budget1000,1,1000,15,cv_only,terminal_population_archive,,,True,PASS,2250.7242998237084,0x1.19572d76d2ea7p+11,,,
pre,seed1_budget1000,1,1000,16,cv_only,terminal_population_archive,,,True,PASS,2248.583619796298,0x1.1912ad036c4ccp+11,,,
pre,seed1_budget1000,1,1000,17,cv_only,terminal_population_archive,,,True,PASS,2249.55348712149,0x1.1931b62a9fb1dp+11,,,
pre,seed1_budget1000,1,1000,18,cv_only,terminal_population_archive,,,True,PASS,2244.697912998321,0x1.1896554da3e7cp+11,,,
pre,seed1_budget1000,1,1000,19,cv_only,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget1000,1,1000,20,cv_only,proxy_best_solution,1000,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,21,naive_ev,hgs_iteration_checkpoint,100,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,22,naive_ev,hgs_iteration_checkpoint,200,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,23,naive_ev,hgs_iteration_checkpoint,300,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,24,naive_ev,hgs_iteration_checkpoint,400,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,25,naive_ev,hgs_iteration_checkpoint,500,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,26,naive_ev,hgs_iteration_checkpoint,600,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,27,naive_ev,hgs_iteration_checkpoint,700,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,28,naive_ev,hgs_iteration_checkpoint,800,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,29,naive_ev,hgs_iteration_checkpoint,900,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,30,naive_ev,hgs_iteration_checkpoint,1000,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,31,naive_ev,terminal_population_archive,,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,32,naive_ev,terminal_population_archive,,,True,PASS,2247.583684121765,0x1.18f2ad8a52c5ap+11,,,
pre,seed1_budget1000,1,1000,33,naive_ev,terminal_population_archive,,,True,PASS,2246.480798137137,0x1.18cf62b2c65f6p+11,,,
pre,seed1_budget1000,1,1000,34,naive_ev,terminal_population_archive,,,True,PASS,2248.583619796298,0x1.1912ad036c4ccp+11,,,
pre,seed1_budget1000,1,1000,35,naive_ev,terminal_population_archive,,,True,PASS,2251.526619563865,0x1.1970da1145878p+11,,,
